5.000000e-01 3.285950e+00 6.558768e+00 7.574798e+00 9.596586e-02
1.500000e+00 1.142370e+00 2.167782e+00 2.908182e+00 2.655251e-02
2.500000e+00 6.675011e-01 1.212422e+00 1.640434e+00 1.342977e-02
3.500000e+00 4.742395e-01 8.422022e-01 1.101090e+00 8.919420e-03
4.500000e+00 3.679249e-01 6.426465e-01 8.298024e-01 6.779907e-03
5.500000e+00 3.009929e-01 5.180176e-01 6.715208e-01 5.234004e-03
6.500000e+00 2.549785e-01 4.333502e-01 5.484256e-01 4.090926e-03
7.500000e+00 2.209882e-01 3.728800e-01 4.784177e-01 3.577849e-03
8.500000e+00 1.950219e-01 3.258921e-01 4.151530e-01 3.121302e-03
9.500000e+00 1.747397e-01 2.897068e-01 3.551020e-01 2.842527e-03
1.050000e+01 1.584311e-01 2.605147e-01 3.251163e-01 2.622224e-03
1.150000e+01 1.448293e-01 2.369496e-01 2.924085e-01 2.397953e-03
1.250000e+01 1.334021e-01 2.172604e-01 2.730752e-01 2.257086e-03
1.350000e+01 1.238120e-01 2.000592e-01 2.450071e-01 2.120910e-03
1.450000e+01 1.154099e-01 1.857486e-01 2.284499e-01 1.998749e-03
1.550000e+01 1.082378e-01 1.734253e-01 2.108236e-01 1.906997e-03
1.650000e+01 1.018664e-01 1.624863e-01 1.980338e-01 1.788643e-03
1.750000e+01 9.629741e-02 1.529451e-01 1.848925e-01 1.678475e-03
1.850000e+01 9.132781e-02 1.443790e-01 1.740868e-01 1.598807e-03
1.950000e+01 8.686051e-02 1.367651e-01 1.661495e-01 1.619501e-03
2.050000e+01 8.289316e-02 1.299913e-01 1.579442e-01 1.557736e-03
2.150000e+01 7.926081e-02 1.240588e-01 1.503109e-01 1.493286e-03
2.250000e+01 7.598151e-02 1.184898e-01 1.399550e-01 1.435666e-03
2.350000e+01 7.297985e-02 1.133969e-01 1.379381e-01 1.378390e-03
2.450000e+01 7.026202e-02 1.088288e-01 1.273180e-01 1.337296e-03
2.550000e+01 6.773007e-02 1.046533e-01 1.246218e-01 1.313462e-03
2.650000e+01 6.545123e-02 1.006303e-01 1.175352e-01 1.288637e-03
2.750000e+01 6.327597e-02 9.720114e-02 1.185442e-01 1.231854e-03
2.850000e+01 6.130202e-02 9.386126e-02 1.098583e-01 1.237769e-03
2.950000e+01 5.949421e-02 9.100247e-02 1.074633e-01 1.205498e-03
3.050000e+01 5.778805e-02 8.786017e-02 1.013703e-01 1.187594e-03
3.150000e+01 5.620170e-02 8.553417e-02 1.034501e-01 1.159653e-03
3.250000e+01 5.475113e-02 8.295152e-02 9.527614e-02 1.127913e-03
3.350000e+01 5.334495e-02 8.051757e-02 9.493434e-02 1.147888e-03
3.450000e+01 5.208248e-02 7.862762e-02 9.432890e-02 1.080205e-03
3.550000e+01 5.086875e-02 7.653096e-02 8.734846e-02 1.074122e-03
3.650000e+01 4.971913e-02 7.469651e-02 8.850891e-02 1.044661e-03
3.750000e+01 4.865841e-02 7.304729e-02 8.373063e-02 1.069306e-03
3.850000e+01 4.765417e-02 7.135793e-02 8.307591e-02 1.062909e-03
3.950000e+01 4.671008e-02 6.975382e-02 7.942972e-02 1.034205e-03
4.050000e+01 4.584763e-02 6.833117e-02 8.111574e-02 9.844730e-04
4.150000e+01 4.499823e-02 6.693254e-02 7.562367e-02 9.754943e-04
4.250000e+01 4.421531e-02 6.565799e-02 7.735542e-02 9.929312e-04
4.350000e+01 4.350431e-02 6.450446e-02 7.475847e-02 9.575502e-04
4.450000e+01 4.277997e-02 6.328376e-02 7.270736e-02 9.949306e-04
4.550000e+01 4.212426e-02 6.215325e-02 7.101392e-02 9.500273e-04
4.650000e+01 4.150553e-02 6.112727e-02 7.049523e-02 9.264677e-04
4.750000e+01 4.092654e-02 6.025020e-02 6.785567e-02 9.324922e-04
4.850000e+01 4.036763e-02 5.923941e-02 6.779211e-02 9.469624e-04
4.950000e+01 3.983500e-02 5.842720e-02 6.690913e-02 9.265621e-04
