5.000000e-01 5.000000e-01 5.000000e-01 7.574798e+00 9.596586e-02 9.596586e-02
1.500000e+00 5.000000e-01 5.000000e-01 2.908182e+00 2.655251e-02 2.655251e-02
2.500000e+00 5.000000e-01 5.000000e-01 1.640434e+00 1.342977e-02 1.342977e-02
3.500000e+00 5.000000e-01 5.000000e-01 1.101090e+00 8.919420e-03 8.919420e-03
4.500000e+00 5.000000e-01 5.000000e-01 8.298024e-01 6.779907e-03 6.779907e-03
5.500000e+00 5.000000e-01 5.000000e-01 6.715208e-01 5.234004e-03 5.234004e-03
6.500000e+00 5.000000e-01 5.000000e-01 5.484256e-01 4.090926e-03 4.090926e-03
7.500000e+00 5.000000e-01 5.000000e-01 4.784177e-01 3.577849e-03 3.577849e-03
8.500000e+00 5.000000e-01 5.000000e-01 4.151530e-01 3.121302e-03 3.121302e-03
9.500000e+00 5.000000e-01 5.000000e-01 3.551020e-01 2.842527e-03 2.842527e-03
1.050000e+01 5.000000e-01 5.000000e-01 3.251163e-01 2.622224e-03 2.622224e-03
1.150000e+01 5.000000e-01 5.000000e-01 2.924085e-01 2.397953e-03 2.397953e-03
1.250000e+01 5.000000e-01 5.000000e-01 2.730752e-01 2.257086e-03 2.257086e-03
1.350000e+01 5.000000e-01 5.000000e-01 2.450071e-01 2.120910e-03 2.120910e-03
1.450000e+01 5.000000e-01 5.000000e-01 2.284499e-01 1.998749e-03 1.998749e-03
1.550000e+01 5.000000e-01 5.000000e-01 2.108236e-01 1.906997e-03 1.906997e-03
1.650000e+01 5.000000e-01 5.000000e-01 1.980338e-01 1.788643e-03 1.788643e-03
1.750000e+01 5.000000e-01 5.000000e-01 1.848925e-01 1.678475e-03 1.678475e-03
1.850000e+01 5.000000e-01 5.000000e-01 1.740868e-01 1.598807e-03 1.598807e-03
1.950000e+01 5.000000e-01 5.000000e-01 1.661495e-01 1.619501e-03 1.619501e-03
2.050000e+01 5.000000e-01 5.000000e-01 1.579442e-01 1.557736e-03 1.557736e-03
2.150000e+01 5.000000e-01 5.000000e-01 1.503109e-01 1.493286e-03 1.493286e-03
2.250000e+01 5.000000e-01 5.000000e-01 1.399550e-01 1.435666e-03 1.435666e-03
2.350000e+01 5.000000e-01 5.000000e-01 1.379381e-01 1.378390e-03 1.378390e-03
2.450000e+01 5.000000e-01 5.000000e-01 1.273180e-01 1.337296e-03 1.337296e-03
2.550000e+01 5.000000e-01 5.000000e-01 1.246218e-01 1.313462e-03 1.313462e-03
2.650000e+01 5.000000e-01 5.000000e-01 1.175352e-01 1.288637e-03 1.288637e-03
2.750000e+01 5.000000e-01 5.000000e-01 1.185442e-01 1.231854e-03 1.231854e-03
2.850000e+01 5.000000e-01 5.000000e-01 1.098583e-01 1.237769e-03 1.237769e-03
