0.500000 6.580987E-02 1.122732E-01 1.202819E-01 2.272219E-03
1.500000 1.301774E-02 2.358333E-02 1.347884E-02 9.976298E-05
2.500000 7.617659E-03 1.337017E-02 1.404671E-02 1.510585E-04
3.500000 5.407407E-03 9.300171E-03 1.159991E-02 9.445376E-05
4.500000 4.196266E-03 7.101498E-03 8.595172E-03 6.900056E-05
5.500000 3.431158E-03 5.737513E-03 4.730782E-03 5.066750E-05
6.500000 2.903620E-03 4.797973E-03 4.167973E-03 4.509608E-05
7.500000 2.517685E-03 4.124201E-03 2.602363E-03 1.630423E-05
8.500000 2.223398E-03 3.604765E-03 3.097038E-03 3.326841E-05
9.500000 1.991273E-03 3.209404E-03 4.098448E-03 2.961196E-05
10.500000 1.804053E-03 2.885995E-03 3.323805E-03 3.064785E-05
11.500000 1.649679E-03 2.626725E-03 2.936245E-03 2.773750E-05
12.500000 1.520039E-03 2.406792E-03 2.962254E-03 2.616056E-05
13.500000 1.409836E-03 2.228278E-03 2.672758E-03 2.280646E-05
14.500000 1.315409E-03 2.061542E-03 2.350069E-03 2.274311E-05
15.500000 1.232926E-03 1.924492E-03 1.511576E-03 1.399467E-05
16.500000 1.160847E-03 1.801334E-03 2.085416E-03 2.013698E-05
17.500000 1.097088E-03 1.696959E-03 1.990642E-03 1.942568E-05
18.500000 1.040540E-03 1.601825E-03 1.840892E-03 1.725802E-05
19.500000 9.897585E-04 1.515986E-03 1.787659E-03 1.995178E-05
20.500000 9.442539E-04 1.442004E-03 1.736594E-03 1.729954E-05
21.500000 9.029560E-04 1.375644E-03 1.552656E-03 1.784770E-05
22.500000 8.655457E-04 1.312059E-03 1.559347E-03 1.720841E-05
23.500000 8.315158E-04 1.257217E-03 1.436642E-03 1.616221E-05
24.500000 8.003781E-04 1.205751E-03 1.359208E-03 1.363743E-05
25.500000 7.716631E-04 1.159082E-03 1.320768E-03 1.182270E-05
26.500000 7.452204E-04 1.116818E-03 1.354006E-03 1.389564E-05
27.500000 7.210690E-04 1.077166E-03 1.131179E-03 1.401056E-05
28.500000 6.985890E-04 1.040969E-03 9.371259E-04 1.230895E-05
29.500000 6.777429E-04 1.005640E-03 1.175343E-03 1.389596E-05
30.500000 6.583616E-04 9.754825E-04 1.139123E-03 1.322757E-05
31.500000 6.403513E-04 9.470842E-04 1.059844E-03 1.225654E-05
32.500000 6.235242E-04 9.203204E-04 1.041329E-03 1.278414E-05
33.500000 6.079178E-04 8.943775E-04 1.023257E-03 1.225410E-05
34.500000 5.931189E-04 8.716506E-04 9.892256E-04 1.148285E-05
35.500000 5.794469E-04 8.498898E-04 9.923330E-04 1.325107E-05
36.500000 5.665072E-04 8.268351E-04 9.295513E-04 1.289579E-05
37.500000 5.543752E-04 8.084638E-04 8.885381E-04 1.187694E-05
38.500000 5.430319E-04 7.879345E-04 8.339892E-04 1.153165E-05
39.500000 5.322896E-04 7.739367E-04 9.070196E-04 1.156678E-05
40.500000 5.222609E-04 7.562524E-04 8.490026E-04 1.122596E-05
41.500000 5.128144E-04 7.420515E-04 8.381294E-04 1.115926E-05
42.500000 5.038374E-04 7.262512E-04 8.158281E-04 1.206393E-05
43.500000 4.954802E-04 7.150541E-04 8.367483E-04 1.180171E-05
44.500000 4.875737E-04 7.007052E-04 8.012499E-04 1.097902E-05
45.500000 4.799489E-04 6.898112E-04 8.067368E-04 1.135991E-05
46.500000 4.729627E-04 6.774128E-04 8.072236E-04 1.126340E-05
47.500000 4.662018E-04 6.676504E-04 7.332233E-04 1.000159E-05
48.500000 4.599291E-04 6.563275E-04 7.481212E-04 1.065019E-05
49.500000 4.539570E-04 6.474184E-04 7.125303E-04 1.039708E-05
50.500000 4.484168E-04 6.366713E-04 7.344652E-04 1.025309E-05
51.500000 4.430832E-04 6.298067E-04 6.235083E-04 8.530056E-06
52.500000 4.380877E-04 6.200560E-04 7.553275E-04 1.027002E-05
53.500000 4.333550E-04 6.147743E-04 6.981536E-04 1.058545E-05
54.500000 4.289605E-04 6.066520E-04 7.134372E-04 9.689007E-06
