0.500000 1.235173E-01 1.988295E-03
1.500000 1.352271E-02 9.113407E-05
2.500000 1.314000E-02 1.533148E-04
3.500000 1.187816E-02 9.801660E-05
4.500000 8.562103E-03 7.110014E-05
5.500000 4.460617E-03 4.589573E-05
6.500000 3.841417E-03 3.999871E-05
7.500000 2.670336E-03 1.489299E-05
8.500000 2.851782E-03 2.990044E-05
9.500000 4.155302E-03 2.920778E-05
10.500000 3.267421E-03 3.003325E-05
11.500000 2.932469E-03 2.629682E-05
12.500000 2.990554E-03 2.692694E-05
13.500000 2.626846E-03 2.324835E-05
14.500000 2.370039E-03 2.217579E-05
15.500000 1.449803E-03 1.257495E-05
16.500000 2.091656E-03 2.001419E-05
17.500000 1.993180E-03 2.035551E-05
18.500000 1.777084E-03 1.690274E-05
19.500000 1.775962E-03 2.014118E-05
20.500000 1.751250E-03 1.679539E-05
21.500000 1.487591E-03 1.701583E-05
22.500000 1.537829E-03 1.681430E-05
23.500000 1.432958E-03 1.697737E-05
24.500000 1.337785E-03 1.538452E-05
25.500000 1.332044E-03 1.088880E-05
26.500000 1.277850E-03 1.415736E-05
27.500000 1.044840E-03 1.373596E-05
28.500000 8.702586E-04 1.137397E-05
29.500000 1.143563E-03 1.439250E-05
30.500000 1.154669E-03 1.382496E-05
31.500000 1.015861E-03 1.216293E-05
32.500000 1.029058E-03 1.167539E-05
33.500000 1.061086E-03 1.303847E-05
34.500000 9.697455E-04 1.128712E-05
35.500000 1.090649E-03 1.347443E-05
36.500000 8.831753E-04 1.287948E-05
37.500000 8.882349E-04 1.175497E-05
38.500000 8.561466E-04 1.137243E-05
39.500000 8.932824E-04 1.080695E-05
40.500000 8.329189E-04 1.169283E-05
41.500000 8.373648E-04 1.134737E-05
42.500000 7.758585E-04 1.260572E-05
43.500000 8.492930E-04 1.194826E-05
44.500000 7.970693E-04 1.109154E-05
45.500000 7.845879E-04 1.154305E-05
46.500000 8.322599E-04 1.154609E-05
47.500000 7.363414E-04 9.888152E-06
48.500000 7.066868E-04 1.149213E-05
49.500000 7.266598E-04 1.006169E-05
50.500000 7.141955E-04 1.073596E-05
51.500000 6.235017E-04 8.122367E-06
52.500000 7.576098E-04 1.044195E-05
53.500000 7.069817E-04 1.073217E-05
54.500000 7.061201E-04 8.966113E-06
55.500000 7.686390E-04 1.108745E-05
56.500000 6.173980E-04 9.920686E-06
57.500000 7.220099E-04 1.103060E-05
58.500000 5.758033E-04 1.062099E-05
59.500000 6.533536E-04 1.030985E-05
60.500000 6.603123E-04 1.072883E-05
61.500000 5.686422E-04 9.848496E-06
62.500000 6.613879E-04 1.024312E-05
63.500000 5.935872E-04 1.016999E-05
64.500000 5.902635E-04 1.013272E-05
65.500000 6.192450E-04 9.911705E-06
66.500000 6.002451E-04 9.815796E-06
67.500000 5.473307E-04 9.541828E-06
68.500000 5.185249E-04 1.006925E-05
69.500000 6.046984E-04 1.017080E-05
70.500000 5.903567E-04 9.745304E-06
71.500000 6.296613E-04 1.001014E-05
72.500000 5.794592E-04 9.237121E-06
73.500000 5.281189E-04 9.442200E-06
74.500000 5.539122E-04 9.854393E-06
75.500000 5.734321E-04 9.648714E-06
76.500000 5.098569E-04 9.456102E-06
77.500000 5.220595E-04 1.064552E-05
78.500000 5.316634E-04 1.060936E-05
79.500000 5.970969E-04 1.053100E-05
80.500000 5.586020E-04 9.358102E-06
81.500000 5.902852E-04 9.565972E-06
82.500000 5.971610E-04 9.895822E-06
83.500000 5.792213E-04 1.047917E-05
84.500000 5.156656E-04 1.009991E-05
85.500000 5.343053E-04 1.031111E-05
86.500000 5.611944E-04 9.770518E-06
87.500000 5.409765E-04 1.097620E-05
88.500000 6.411691E-04 9.390611E-06
89.500000 5.444752E-04 9.746995E-06
90.500000 5.208255E-04 1.169680E-05
91.500000 6.051791E-04 1.109147E-05
92.500000 5.436570E-04 1.117267E-05
93.500000 6.069881E-04 1.052297E-05
94.500000 6.368054E-04 1.081409E-05
95.500000 5.984373E-04 9.636046E-06
96.500000 6.517133E-04 1.029079E-05
97.500000 6.353802E-04 1.201642E-05
98.500000 6.182711E-04 1.212188E-05
99.500000 5.972657E-04 1.112537E-05
100.500000 8.080818E-04 1.171253E-05
101.500000 5.852107E-04 1.177690E-05
102.500000 6.433241E-04 1.059872E-05
103.500000 7.083510E-04 1.194927E-05
104.500000 6.867965E-04 1.237569E-05
105.500000 5.417611E-04 1.062103E-05
106.500000 5.910998E-04 1.161960E-05
107.500000 6.592806E-04 1.191738E-05
108.500000 7.046297E-04 1.291341E-05
109.500000 5.184728E-04 1.552940E-05
110.500000 7.061608E-04 1.353745E-05
111.500000 7.125981E-04 1.256582E-05
112.500000 7.628075E-04 1.187801E-05
113.500000 7.151254E-04 1.475537E-05
114.500000 7.195611E-04 1.260651E-05
115.500000 7.873574E-04 1.365513E-05
116.500000 7.741945E-04 1.362130E-05
117.500000 7.968024E-04 1.225891E-05
118.500000 7.880914E-04 1.286205E-05
119.500000 7.670193E-04 1.253232E-05
120.500000 8.447231E-04 1.337731E-05
121.500000 8.190038E-04 1.379781E-05
122.500000 9.017236E-04 1.576354E-05
123.500000 8.937494E-04 1.357982E-05
124.500000 8.791151E-04 1.460840E-05
125.500000 8.709542E-04 1.601411E-05
126.500000 9.083732E-04 1.553334E-05
127.500000 8.816380E-04 1.570875E-05
128.500000 1.013800E-03 1.603371E-05
129.500000 1.036580E-03 1.660358E-05
130.500000 9.329288E-04 1.528728E-05
131.500000 1.100916E-03 1.730203E-05
132.500000 1.159539E-03 1.592056E-05
133.500000 1.106039E-03 1.761342E-05
134.500000 1.111775E-03 1.737303E-05
135.500000 1.082809E-03 1.781910E-05
136.500000 1.313567E-03 1.804568E-05
137.500000 1.306606E-03 1.837745E-05
138.500000 1.358322E-03 1.860594E-05
139.500000 1.393122E-03 2.025763E-05
140.500000 1.457882E-03 1.979922E-05
141.500000 1.610031E-03 1.984953E-05
142.500000 1.538297E-03 1.880453E-05
143.500000 1.569377E-03 2.267685E-05
144.500000 1.874071E-03 2.139820E-05
145.500000 1.923068E-03 2.256190E-05
146.500000 1.797792E-03 2.326786E-05
147.500000 1.859300E-03 2.700740E-05
148.500000 1.999932E-03 2.333815E-05
149.500000 2.122777E-03 2.740282E-05
150.500000 2.189170E-03 2.954218E-05
151.500000 2.166027E-03 2.725981E-05
152.500000 2.490015E-03 2.644144E-05
